Rank,City,State,Score,TCI,Jobs,Trips/Week,Routes,Transit Shed (sq mi),Transit percentage,Population
1051,Vincent, CA,4.8,3.1,"110,325",712,3,36,0.042,"15,435"
1052,Kings Park West, VA,4.8,3.5,"87,492",432,5,18,0.103,"14,578"
1053,New Brighton, MN,4.8,3.4,"125,955",374,4,22,0.031,"22,440"
1054,St. Cloud, MN,4.8,3.2,"47,392",797,7,17,0.027,"63,386"
1055,Calumet City, IL,4.8,3.1,"37,127",586,3,24,0.112,"36,117"
1056,Martinez, CA,4.8,3.1,"85,160",693,6,20,0.069,"35,459"
1057,Garland, TX,4.8,3.5,"84,557",762,3,25,0.028,"237,474"
1058,La Presa, CA,4.8,3.2,"27,548",825,4,16,0.026,"36,844"
1059,Johnson City, NY,4.8,3.2,"65,699",497,5,27,0.067,"14,731"
1060,Lake Grove, NY,4.8,1,"90,275",943,7,36,0.09,"11,202"
1061,Dinuba, CA,4.8,1.8,"8,195",904,13,7,0.01,"20,746"
1062,Beacon, NY,4.8,4.1,"11,864",367,3,7,0.107,"14,173"
1063,Live Oak, CA,4.8,3.9,"38,617",745,4,13,0.012,"20,696"
1064,Bridgeton, MO,4.8,2.1,"87,108","1,075",2,23,0.045,"13,144"
1065,Elgin, IL,4.8,3.7,"55,665",701,4,22,0.026,"105,421"
1066,Fountain Valley, CA,4.8,2.6,"238,576",525,4,50,0.011,"57,059"
1067,Dubuque, IA,4.8,2,"30,630",800,9,12,0.015,"57,524"
1068,Collinsville, IL,4.8,2.8,"30,543","1,220",4,21,0.018,"23,076"
1069,San Marcos, CA,4.8,3.7,"67,763",710,3,21,0.016,"83,625"
1070,Mill Valley, CA,4.8,3.6,"105,677","1,117",8,16,0.14,"14,285"
1071,North Salt Lake, UT,4.8,2.1,"114,814","1,415",6,29,0.019,"14,674"
1072,Meadow Woods, FL,4.8,1.7,"237,189",602,4,48,0.012,"27,872"
1073,Oxon Hill, MD,4.8,3.2,"33,166",962,6,29,0.142,"18,148"
1074,East Wenatchee, WA,4.8,3,"21,801",612,8,14,0.003,"12,484"
1075,Kankakee, IL,4.8,3.4,"14,441",652,6,9,0.058,"25,898"
1076,North Las Vegas, NV,4.8,2.8,"79,558",878,2,27,0.027,"231,321"
1077,Yakima, WA,4.8,2.8,"43,863",542,6,19,0.012,"91,964"
1078,Lake Ronkonkoma, NY,4.8,1.8,"83,791",554,4,32,0.065,"20,393"
1079,Fullerton, CA,4.8,3.1,"168,809",573,4,34,0.027,"140,195"
1080,Long Branch, NJ,4.8,4,"21,439",327,3,8,0.045,"30,751"
1081,Marblehead, MA,4.8,3.1,"45,311",847,4,15,0.08,"20,392"
1082,Hampton, VA,4.8,2.6,"36,193",963,5,15,0.025,"136,255"
1083,Savannah, GA,4.8,3.2,"56,631",745,5,23,0.045,"141,866"
1084,Tustin, CA,4.8,2.9,"253,231",651,6,36,0.023,"81,429"
1085,Kansas City, MO,4.8,3.9,"108,370","1,219",6,29,0.03,"479,905"
1086,Carteret, NJ,4.8,3,"106,212",559,2,15,0.1,"24,103"
1087,Rosedale, MD,4.8,3.7,"148,186","1,014",3,24,0.035,"20,379"
1088,Avondale, AZ,4.8,1.9,"18,203",760,2,12,0.01,"76,496"
1089,Gardena, CA,4.7,3.4,"186,750",835,4,41,0.047,"60,096"
1090,Omaha, NE,4.7,3.9,"72,687","1,435",3,16,0.015,"461,121"
1091,South Bend, IN,4.7,3.1,"39,695",617,4,16,0.029,"99,241"
1092,East Haven, CT,4.7,2.2,"78,964",698,2,20,0.028,"29,006"
1093,Saginaw, MI,4.7,3,"33,299",587,6,17,0.016,"49,365"
1094,Williamsburg, VA,4.7,3.2,"15,784",695,5,9,0.067,"14,817"
1095,Roanoke, VA,4.7,2.9,"49,891",675,10,17,0.038,"99,572"
1096,Newark, DE,4.7,3.3,"63,339",788,6,19,0.051,"29,471"
1097,Tallahassee, FL,4.7,3,"73,693","1,132",5,20,0.025,"177,429"
1098,Anoka, MN,4.7,3.7,"26,924",344,3,15,0.041,"17,374"
1099,Woodinville, WA,4.7,2.4,"87,367",933,2,25,0.052,"11,649"
1100,Lacey, WA,4.7,2.9,"41,294",595,4,19,0.027,"44,024"
1101,Saratoga Springs, NY,4.7,2.5,"22,281",990,3,10,0.016,"27,682"
1102,Trotwood, OH,4.7,3,"48,287","1,147",4,28,0.059,"23,893"
1103,Chino, CA,4.7,3,"53,131",899,3,20,0.012,"83,322"
1104,Park Forest, IL,4.7,3.5,"22,142",403,3,17,0.119,"19,292"
1105,Stratford, CT,4.7,4.2,"73,317",542,3,23,0.061,"52,529"
1106,Kentwood, MI,4.7,3,"66,025","1,040",3,20,0.014,"51,955"
1107,Bloomington, IL,4.7,3.8,"49,656",848,4,13,0.016,"63,947"
1108,Woodland, CA,4.7,2.9,"29,766",589,8,12,0.027,"53,515"
1109,Fort Hunt, VA,4.7,3,"56,765",610,4,17,0.096,"16,682"
1110,Southfield, MI,4.7,2.6,"170,959",716,4,48,0.017,"73,228"
1111,Irondequoit, NY,4.7,3,"78,058",538,3,20,0.02,"50,710"
1112,Flossmoor, IL,4.7,3.7,"37,411",279,2,23,0.19,"10,576"
1113,Porterville, CA,4.7,2.6,"16,272",730,9,16,0.005,"51,804"
1114,Coatesville, PA,4.7,3.2,"29,672",226,3,10,0.087,"13,169"
1115,Moorhead, MN,4.7,2.7,"26,014",758,4,9,0.017,"35,721"
1116,Lindenwold, NJ,4.7,3.5,"51,301",614,2,23,0.08,"17,481"
1117,Walnut Creek, CA,4.7,4.9,"105,778",852,6,24,0.174,"68,650"
1118,Parkland, WA,4.7,2.8,"58,849","1,021",3,21,0.048,"34,907"
1119,Merced, CA,4.7,3.4,"21,261",589,7,13,0.023,"67,784"
1120,Clearwater, FL,4.7,2.4,"83,990",662,4,28,0.04,"110,102"
1121,Kalamazoo, MI,4.7,2.7,"47,148",542,5,18,0.032,"76,564"
1122,Brighton, NY,4.7,2.7,"145,793",520,5,30,0.034,"36,753"
1123,Chicago Heights, IL,4.7,3.1,"33,074",698,4,22,0.065,"29,623"
1124,Grayslake, IL,4.7,3.5,"27,513",305,3,16,0.051,"20,183"
1125,Greenacres, FL,4.7,1.8,"46,419",605,4,26,0.01,"40,281"
1126,Fort Collins, CO,4.7,2.5,"41,602","1,051",6,15,0.022,"147,240"
1127,Newport News, VA,4.7,2.8,"41,070",910,6,15,0.035,"180,775"
1128,Columbia, MD,4.7,2.9,"213,155",720,7,31,0.053,"104,369"
1129,Mercer Island, WA,4.7,1.2,"323,585",978,3,23,0.09,"24,768"
1130,Wellesley, MA,4.7,3.7,"113,600",345,3,10,0.122,"29,009"
1131,Hawthorne, NJ,4.7,3.5,"89,142",190,3,23,0.052,"19,065"
1132,North Valley, NM,4.7,3.1,"109,033",475,2,25,0.036,"12,329"
1133,East Lake-Orient Park, FL,4.7,3.3,"74,651","1,180",4,21,0.044,"28,516"
1134,Bayshore Gardens, FL,4.7,3.4,"53,480",574,3,26,0.01,"19,706"
1135,Ellisville, MO,4.7,1.9,"37,280",834,2,15,0.001,"10,194"
1136,Suisun City, CA,4.7,3.7,"23,761",486,4,12,0.037,"24,036"
1137,Cheektowaga, NY,4.7,2.9,"88,206",642,4,25,0.017,"74,594"
1138,Canton, OH,4.7,2.8,"56,622",766,5,22,0.042,"73,309"
1139,Lafayette, CA,4.6,4.1,"128,332",624,3,21,0.211,"26,201"
1140,Kent, OH,4.6,3,"41,638",922,4,17,0.026,"26,605"
1141,McKeesport, PA,4.6,3.2,"45,095",786,4,21,0.112,"19,488"
1142,Dolton, IL,4.6,3.3,"41,234",655,2,28,0.157,"22,321"
1143,Crystal, MN,4.6,2.7,"136,470",433,4,29,0.043,"22,890"
1144,Hinsdale, IL,4.6,3.6,"110,615",119,2,25,0.204,"17,221"
1145,Jacksonville Beach, FL,4.6,2.5,"24,852",885,3,10,0.007,"22,833"
1146,Arvada, CO,4.6,2.9,"74,749",681,3,32,0.027,"109,769"
1147,Bloomington, CA,4.6,2.9,"31,990",753,2,15,0.019,"20,837"
1148,Petaluma, CA,4.6,3.1,"35,595",650,12,18,0.028,"49,708"
1149,Temple Terrace, FL,4.6,2.9,"55,497",928,3,15,0.007,"26,420"
1150,North Lindenhurst, NY,4.6,2.8,"118,731",360,2,37,0.067,"10,788"
1151,Tonawanda, NY,4.6,3.1,"99,017",623,3,23,0.02,"72,717"
1152,Oak Park, MI,4.6,2.8,"153,956",765,3,42,0.021,"29,824"
1153,Suffern, NY,4.6,3.5,"29,037",493,4,11,0.108,"10,984"
1154,New London, CT,4.6,3.6,"23,088",247,6,15,0.033,"27,147"
1155,Corpus Christi, TX,4.6,3.1,"42,434",806,4,17,0.015,"317,078"
1156,Kenosha, WI,4.6,3.2,"23,087",474,7,16,0.014,"92,314"
1157,Florin, CA,4.6,3.1,"66,211",823,5,23,0.027,"49,606"
1158,Leisure City, FL,4.6,3.3,"17,696",730,2,16,0.057,"24,950"
1159,West Islip, NY,4.6,2.1,"86,275",543,5,33,0.076,"27,117"
1160,Hazelwood, MO,4.6,2,"40,974","1,302",3,22,0.018,"24,445"
1161,Waukesha, WI,4.6,2.8,"48,673",608,5,15,0.016,"64,450"
1162,Short Hills, NJ,4.6,4,"110,445",585,2,22,0.335,"11,064"
1163,Oshkosh, WI,4.6,2.9,"18,412",606,4,8,0.014,"62,309"
1164,North Bay Shore, NY,4.6,1.4,"93,493",461,3,34,0.07,"21,886"
1165,Old Bridge, NJ,4.6,2.8,"43,826",994,6,27,0.108,"24,061"
1166,Elmhurst, IL,4.6,3.4,"125,450",360,2,24,0.121,"45,828"
1167,Napa, CA,4.6,2.9,"27,090",660,5,9,0.017,"71,236"
1168,Santa Rosa, CA,4.6,3,"67,222",684,10,27,0.019,"157,133"
1169,Mesa, AZ,4.6,3.5,"57,137",894,3,20,0.024,"478,104"
1170,Woodland Park, NJ,4.6,2.8,"135,509",505,4,33,0.053,"12,542"
1171,Aberdeen, MD,4.6,4.2,"28,304",275,7,12,0.028,"11,621"
1172,Sunset Hills, MO,4.5,1.9,"63,426","1,194",3,24,0.008,"10,016"
1173,Forest Acres, SC,4.5,1.5,"93,473",938,5,21,0.006,"10,549"
1174,Port Orchard, WA,4.5,3.6,"11,404",444,5,10,0.072,"12,525"
1175,Westbrook, ME,4.5,1.6,"55,681",792,3,14,0.037,"18,156"
1176,Western Springs, IL,4.5,3.4,"110,865",172,2,23,0.227,"12,493"
1177,Corvallis, OR,4.5,2.9,"27,853",579,10,14,0.032,"44,159"
1178,West Springfield, VA,4.5,3,"71,601",617,5,18,0.097,"23,106"
1179,Westwood Lakes, FL,4.5,2.7,"127,955",427,2,42,0.014,"12,273"
1180,The Crossings, FL,4.5,2.9,"66,977",769,3,26,0.02,"23,131"
1181,Frederick, MD,4.5,3,"66,222",468,9,16,0.046,"67,334"
1182,Baton Rouge, LA,4.5,2.9,"70,684",684,4,21,0.029,"224,045"
1183,Fords, NJ,4.5,2.8,"81,363",425,3,15,0.096,"15,561"
1184,North Merrick, NY,4.5,2.4,"144,269",343,2,35,0.162,"12,436"
1185,Villas, FL,4.5,2.7,"67,549",858,5,26,0.007,"12,160"
1186,Sarasota Springs, FL,4.5,2.7,"59,738",495,4,26,0.001,"16,001"
1187,Olney, MD,4.5,2.7,"130,576",809,5,42,0.074,"33,251"
1188,Longwood, FL,4.5,3.9,"65,111",383,2,17,0.008,"13,505"
1189,Farmington, MI,4.5,2.7,"61,798",401,3,19,0.018,"10,560"
1190,Bremerton, WA,4.5,3.5,"23,192",416,7,14,0.103,"42,270"
1191,Carbondale, IL,4.5,2.4,"15,331",477,6,7,0.025,"22,034"
1192,Bay City, MI,4.5,2.9,"24,690",489,5,32,0.013,"33,736"
1193,Massapequa Park, NY,4.5,3.9,"67,385",431,4,21,0.149,"17,223"
1194,Olympia Heights, FL,4.5,2.7,"159,615",538,3,39,0.017,"14,772"
1195,Bostonia, CA,4.5,3,"39,608",498,3,13,0.025,"15,438"
1196,Dentsville, SC,4.5,1.5,"81,002",875,6,19,0.025,"11,701"
1197,New Hope, MN,4.5,2.5,"93,906",493,6,32,0.044,"20,929"
1198,Laredo, TX,4.5,3,"43,231",733,5,17,0.011,"235,781"
1199,Rancho Palos Verdes, CA,4.5,2.6,"81,371",548,7,28,0.012,"41,767"
1200,Lackawanna, NY,4.5,3.1,"82,595",441,4,25,0.052,"18,008"
1201,University Place, WA,4.5,2.7,"61,598",660,2,20,0.043,"34,023"
1202,Vinings, GA,4.5,1.9,"95,270",899,4,14,0.002,"11,537"
1203,Lyndon, KY,4.5,2.7,"100,329",401,4,21,0.011,"12,900"
1204,Union City, GA,4.5,2.3,"95,016","1,232",3,26,0.068,"24,350"
1205,Citrus Heights, CA,4.5,3,"47,658",774,4,20,0.02,"85,077"
1206,Dover, DE,4.5,2.4,"21,840","1,049",7,10,0.015,"31,651"
1207,Parkersburg, WV,4.5,2.7,"25,559",672,9,11,0.02,"27,876"
1208,Brookside, DE,4.5,2,"74,827",570,4,20,0.037,"13,411"
1209,Town and Country, MO,4.5,1.7,"116,224","1,262",4,23,0,"13,203"
1210,Fairmount, NY,4.5,3.8,"48,652",477,3,18,0.006,"10,010"
1211,Lisle, IL,4.5,3.2,"108,123",330,7,34,0.087,"23,064"
1212,Riverside, OH,4.5,2.8,"67,506",530,2,23,0.003,"23,859"
1213,Draper, UT,4.5,3.3,"43,932",768,2,12,0.025,"49,369"
1214,Moreno Valley, CA,4.4,2.7,"24,053",723,4,17,0.016,"185,509"
1215,Wilkes-Barre, PA,4.4,2.7,"70,104",480,9,38,0.03,"40,887"
1216,Finneytown, OH,4.4,2.5,"154,663",472,5,47,0.033,"12,573"
1217,Richland, WA,4.4,2.9,"35,214",660,5,17,0.007,"53,069"
1218,Wheaton, IL,4.4,3.5,"84,351",293,3,20,0.09,"50,052"
1219,Royal Kunia, HI,4.4,2.7,"33,637",560,5,13,0.096,"11,939"
1220,Burke, VA,4.4,3.3,"65,681",457,5,17,0.088,"42,479"
1221,Belle Glade, FL,4.4,2.6,"3,354",391,1,5,0.061,"11,274"
1222,North Haven, CT,4.4,2,"77,005",519,3,19,0.024,"23,877"
1223,Huntington, WV,4.4,2.8,"41,179",459,7,19,0.028,"46,659"
1224,Port Hueneme, CA,4.4,2.3,"32,088",379,3,11,0.016,"22,258"
1225,Bakersfield, CA,4.4,2.7,"40,005",829,4,17,0.011,"358,466"
1226,River Ridge, LA,4.4,2.7,"115,883",371,2,17,0.008,"13,809"
1227,North Babylon, NY,4.4,1.9,"78,250",458,3,32,0.062,"17,182"
1228,West Sacramento, CA,4.4,2.8,"145,396",418,10,22,0.02,"49,341"
1229,Wickliffe, OH,4.4,2.4,"93,198",919,3,25,0.003,"12,712"
1230,Egypt Lake-Leto, FL,4.4,2.7,"79,320",650,2,25,0.013,"36,058"
1231,Converse, TX,4.4,2,"15,173",680,2,10,0.01,"22,893"
1232,La Palma, CA,4.4,2.5,"153,641",276,4,40,0.004,"15,072"
1233,Oakley, CA,4.4,1.8,"54,442",989,5,35,0.031,"37,197"
1234,Knoxville, TN,4.4,2.4,"49,239",994,4,15,0.016,"190,256"
1235,Elkridge, MD,4.4,2.6,"368,378",354,5,60,0.028,"19,492"
1236,Green Bay, WI,4.4,2.8,"36,048",576,4,13,0.014,"104,634"
1237,Huntington Beach, CA,4.4,2.5,"133,743",380,4,33,0.012,"198,193"
1238,Burlington, MA,4.4,2.4,"114,276",686,6,23,0.033,"26,103"
1239,Placentia, CA,4.3,2.3,"157,077",386,4,29,0.02,"50,434"
1240,Linda, CA,4.3,2.6,"11,880",791,4,9,0.017,"16,639"
1241,Westmont, IL,4.3,3.1,"86,801",225,4,22,0.095,"23,633"
1242,Barstow, CA,4.3,1.8,"4,090",760,6,8,0.014,"25,494"
1243,Fairbanks, AK,4.3,2.6,"27,034",509,5,22,0.014,"22,294"
1244,Upper Arlington, OH,4.3,2.7,"129,905",580,3,20,0.008,"35,065"
1245,Middletown, PA,4.3,3.4,"47,402",269,2,15,0.017,"16,389"
1246,Lockhart, FL,4.3,3.4,"133,610",779,4,31,0.038,"14,267"
1247,Fredericksburg, VA,4.3,3,"31,838",387,7,13,0.048,"28,135"
1248,Lakewood, NJ,4.3,2.7,"34,120",810,5,17,0.031,"57,151"
1249,Selden, NY,4.3,0,"52,216",466,3,28,0.042,"19,928"
1250,Radford, VA,4.3,2.8,"8,275",725,4,6,0.007,"17,380"
1251,Edwardsville, IL,4.3,2.6,"23,958",825,5,15,0.024,"21,829"
1252,East Highland Park, VA,4.3,2.5,"85,275",945,2,15,0.004,"15,276"
1253,St. James, NY,4.3,2.4,"62,994",365,3,21,0.058,"13,536"
1254,Lodi, CA,4.3,2.3,"26,602",385,7,13,0.006,"59,867"
1255,Spring Valley, CA,4.3,2.9,"23,082",562,3,12,0.018,"30,899"
1256,Owings Mills, MD,4.3,5.8,"72,351",882,2,13,0.102,"38,195"
1257,Clinton, UT,4.3,1.5,"36,101",787,1,14,0.019,"21,639"
1258,Centennial, CO,4.3,3.3,"53,867",556,2,16,0.034,"108,705"
1259,Klamath Falls, OR,4.3,2.5,"11,046",431,4,10,0.01,"18,190"
1260,Reno, NV,4.3,2.4,"68,221","1,063",5,15,0.025,"231,700"
1261,Stoneham, MA,4.3,2.4,"131,587",496,3,19,0.077,"21,967"
1262,West Carrollton, OH,4.3,2.6,"77,716",547,3,28,0.01,"12,234"
1263,Altamonte Springs, FL,4.3,3.6,"69,251",582,3,18,0.007,"40,674"
1264,Libertyville, IL,4.3,3.1,"28,788",266,1,12,0.067,"18,808"
1265,Turlock, CA,4.3,2.1,"21,459",742,6,8,0.006,"67,120"
1266,Livermore, CA,4.3,3,"33,643",760,4,11,0.046,"78,985"
1267,Glen Cove, NY,4.3,3.5,"24,578",435,2,7,0.073,"27,376"
1268,Woodstock, IL,4.3,3.2,"16,868",163,3,15,0.032,"17,914"
1269,Longmont, CO,4.3,2.7,"36,398",596,5,14,0.032,"83,903"
1270,Silver Firs, WA,4.3,2,"33,688",722,3,18,0.059,"21,674"
1271,Burtonsville, MD,4.3,2.2,"126,796","1,478",9,34,0.05,"10,748"
1272,East Islip, NY,4.3,2.5,"46,053",374,3,24,0.068,"13,616"
1273,Gardere, LA,4.3,2.6,"49,137",434,2,13,0.028,"10,210"
1274,Elwood, NY,4.3,2.1,"91,298",640,4,36,0.095,"11,592"
1275,Santa Maria, CA,4.3,2.5,"22,513",475,6,10,0.018,"98,137"
1276,Grand Terrace, CA,4.3,2.4,"80,326",808,2,18,0.007,"12,054"
1277,Asheville, NC,4.3,2.4,"49,554",736,5,17,0.016,"77,723"
1278,Brooklyn Park, MN,4.3,2.9,"38,511",577,4,21,0.062,"79,462"
1279,Royal Oak, MI,4.3,2.9,"156,873",567,4,37,0.008,"58,973"
1280,La Mirada, CA,4.2,0.9,"82,166",457,2,21,0.016,"49,335"
1281,North Potomac, MD,4.2,2.2,"142,850",676,3,34,0.086,"24,166"
1282,Springfield, IL,4.2,2.5,"76,824",457,5,17,0.028,"104,543"
1283,DeKalb, IL,4.2,3,"10,360",797,4,5,0.048,"35,059"
1284,Kelso, WA,4.2,3.3,"15,946",272,4,9,0.005,"10,996"
1285,Issaquah, WA,4.2,1.8,"116,344",814,3,18,0.092,"26,453"
1286,Strongsville, OH,4.2,1.5,"17,493",770,1,8,0.015,"44,711"
1287,Allendale, MI,4.2,3.2,"4,569","2,275",3,4,0.038,"17,868"
1288,La Crescenta-Montrose, CA,4.2,2.8,"162,993",439,3,20,0.01,"19,135"
1289,Stockton, CA,4.2,2.7,"54,205",614,7,19,0.017,"284,711"
1290,Potomac Mills, VA,4.2,2.3,"50,466",646,5,14,0.063,"10,581"
1291,Shiloh, IL,4.2,1.9,"24,323","1,257",2,17,0.022,"14,681"
1292,East Chicago, IN,4.2,2.8,"22,596",261,5,9,0.034,"28,728"
1293,Cockeysville, MD,4.2,4.8,"56,630",376,2,6,0.067,"20,846"
1294,Lemoore, CA,4.2,1.2,"11,708",649,6,8,0.001,"21,742"
1295,Wheeling, IL,4.2,2.6,"89,555",333,2,23,0.021,"37,604"
1296,Ansonia, CT,4.2,2.7,"25,074",328,2,10,0.027,"18,953"
1297,Walla Walla, WA,4.2,2.6,"13,697",503,6,10,0.014,"27,496"
1298,Martha Lake, WA,4.2,2.5,"68,472","1,130",6,20,0.086,"18,500"
1299,Randallstown, MD,4.2,4.2,"43,766",817,2,11,0.071,"32,642"
1300,Redlands, CA,4.2,2.7,"43,978",726,2,13,0.012,"74,629"
1301,Auburn, NY,4.2,3.8,"17,097",438,5,22,0.028,"26,962"
1302,Orinda, CA,4.2,3.3,"211,042",597,1,20,0.231,"16,109"
1303,Port Angeles, WA,4.2,2.6,"9,378",520,5,16,0.019,"18,161"
1304,Miami Lakes, FL,4.2,3,"73,882",456,4,25,0.013,"27,032"
1305,Palos Heights, IL,4.2,2.7,"67,351",325,1,25,0.076,"10,201"
1306,Mishawaka, IN,4.2,2.5,"38,749",481,4,13,0.018,"43,631"
1307,Bradenton, FL,4.2,2.4,"37,707",516,4,19,0.015,"52,191"
1308,Newport East, RI,4.2,2.8,"17,570",474,2,14,0.017,"11,328"
1309,Forest Park, GA,4.2,2.5,"70,495",895,3,28,0.029,"18,658"
1310,St. Andrews, SC,4.2,1.1,"57,722",596,5,13,0.009,"20,772"
1311,Williamstown, NJ,4.2,2.5,"23,800",533,4,17,0.046,"14,184"
1312,Bowie, MD,4.2,2.5,"33,856",593,3,20,0.105,"47,427"
1313,Cypress, CA,4.2,2.3,"151,919",322,4,37,0.017,"49,558"
1314,Galesburg, IL,4.2,1.1,"13,026",257,4,9,0.01,"26,192"
1315,Clarksburg, MD,4.1,1.8,"33,712",730,4,16,0.11,"14,654"
1316,Commerce City, CO,4.1,2.5,"70,505",726,3,18,0.024,"49,521"
1317,Chandler, AZ,4.1,2.1,"61,095",741,2,21,0.01,"240,649"
1318,North Bellport, NY,4.1,1.3,"32,905",204,3,22,0.053,"11,561"
1319,Fargo, ND,4.1,2.7,"50,546",531,4,12,0.016,"101,322"
1320,Town 'n' Country, FL,4.1,2.5,"37,276",823,3,13,0.019,"82,123"
1321,Memphis, TN,4.1,2.6,"78,616",613,4,28,0.02,"652,945"
1322,Rohnert Park, CA,4.1,2.6,"67,548",388,11,30,0.024,"36,051"
1323,Salisbury, NY,4.1,2.7,"106,386",318,2,17,0.113,"12,474"
1324,Meriden, CT,4.1,1.8,"43,124",397,5,13,0.02,"60,241"
1325,Dunmore, PA,4.1,2.4,"47,224",457,5,26,0.014,"13,412"
1326,East Whittier, CA,4.1,1.2,"48,752",352,2,11,0.011,"10,338"
1327,Pottstown, PA,4.1,2.5,"15,707",400,5,9,0.052,"22,715"
1328,Kailua, HI,4.1,2.6,"47,545",558,3,14,0.029,"50,485"
1329,Alliance, OH,4.1,2.6,"9,679",472,4,8,0.012,"19,982"
1330,Garden City, MI,4.1,2.4,"51,662",342,3,27,0.002,"26,889"
1331,South Daytona, FL,4.1,2.5,"36,635",492,2,24,0.012,"12,752"
1332,Lebanon, PA,4.1,2.4,"56,840",434,7,16,0.01,"25,703"
1333,Riverhead, NY,4.1,1.1,"19,225",408,4,18,0.021,"14,124"
1334,West Babylon, NY,4.1,2.2,"90,899",307,3,30,0.087,"43,168"
1335,Fruitville, FL,4.1,2.2,"64,309",633,4,27,0.011,"14,750"
1336,Moorpark, CA,4.1,2.5,"19,033",232,4,9,0.009,"28,587"
1337,Payson, UT,4.1,1.7,"7,043",596,2,6,0.01,"16,068"
1338,Dunedin, FL,4.1,2,"51,100",448,3,21,0.012,"35,031"
1339,Fairfield, CA,4.1,2.7,"21,160",606,5,10,0.022,"90,467"
1340,South Laurel, MD,4.1,2.4,"104,155",526,4,27,0.073,"26,869"
1341,Yucaipa, CA,4.1,2.7,"9,373",754,3,6,0.004,"51,663"
1342,Grand Forks, ND,4.1,2.6,"24,373",405,6,9,0.011,"51,567"
1343,Ashland, OR,4.1,2.3,"13,630",451,1,6,0.013,"14,954"
1344,Smithtown, NY,4.1,1.7,"78,457",439,3,25,0.065,"26,340"
1345,Middle River, MD,4.1,3.5,"51,290",508,3,14,0.036,"24,722"
1346,Laguna Hills, CA,4.1,2.5,"87,962",336,3,24,0.015,"29,668"
1347,Endwell, NY,4.1,2,"46,013",117,2,15,0.011,"10,258"
1348,Hauppauge, NY,4.1,1,"128,285",656,5,41,0.059,"19,852"
1349,Marlboro Village, MD,4,2,"27,516",732,3,16,0.148,"10,434"
1350,Barberton, OH,4,2.6,"34,985",346,2,14,0.019,"26,157"
1351,Salmon Creek, WA,4,1.6,"64,814",888,6,13,0.033,"21,540"
1352,South River, NJ,4,2.2,"53,669",546,6,22,0.051,"16,345"
1353,Northampton, MA,4,2.7,"31,121",997,5,9,0.025,"28,548"
1354,Wausau, WI,4,2.6,"22,465",378,4,9,0.012,"33,389"
1355,Carmichael, CA,4,2.4,"63,475",463,2,20,0.018,"65,336"
1356,Roseville, MI,4,2.5,"90,396",577,3,41,0.022,"47,617"
1357,Muscoy, CA,4,2.4,"26,593",606,2,12,0.001,"10,573"
1358,Decatur, IL,4,2.5,"23,197",507,5,15,0.024,"66,954"
1359,Terryville, NY,4,0.4,"73,914",530,3,34,0.022,"12,379"
1360,Forest City, FL,4,3.2,"62,227",579,2,18,0.019,"15,291"
1361,South Farmingdale, NY,4,2.5,"106,146",362,3,27,0.121,"15,321"
1362,St. Clair Shores, MI,4,2.4,"68,383",387,4,41,0.007,"59,474"
1363,Middleton, WI,4,2.3,"125,511",294,3,20,0.084,"16,412"
1364,Fort Myers, FL,4,2.4,"49,915",641,4,18,0.028,"72,597"
1365,Danbury, CT,4,2.7,"55,620",560,5,19,0.045,"84,573"
1366,Pompton Lakes, NJ,4,2.3,"48,065",484,3,21,0.072,"11,205"
1367,Allouez, WI,4,2.4,"37,259",422,3,14,0.002,"13,898"
1368,Warwick, RI,4,2.5,"62,970",430,3,18,0.011,"81,218"
1369,Laguna Woods, CA,4,2.4,"92,916",488,4,24,0.047,"16,553"
1370,Westport, CT,4,2.9,"78,694",387,1,19,0.257,"27,777"
1371,Inver Grove Heights, MN,4,2.8,"59,582",421,2,14,0.025,"34,487"
1372,Kenmore, WA,4,1.9,"121,926",715,2,21,0.127,"22,577"
1373,Sierra Madre, CA,4,2.5,"99,534",434,2,21,0.029,"11,061"
1374,Auburn, WA,4,2.1,"40,136",595,1,16,0.076,"73,157"
1375,Gloucester, MA,4,2.9,"10,590",232,5,10,0.049,"29,858"
1376,North Lauderdale, FL,4,2.3,"115,299",544,2,31,0.04,"41,532"
1377,Lake Forest, IL,4,3,"50,067",252,1,15,0.089,"19,290"
1378,Brigham City, UT,4,1.7,"6,521",420,2,8,0.015,"16,328"
1379,Seal Beach, CA,4,3.5,"91,875",494,4,25,0.01,"25,341"
1380,Anacortes, WA,4,2.8,"5,987",305,4,6,0.015,"15,484"
1381,Medford, OR,4,2.1,"19,554",633,4,8,0.011,"69,255"
1382,Roselle, IL,4,2.3,"52,598",236,1,12,0.047,"20,070"
1383,Crestwood, IL,4,2.5,"63,186",258,2,25,0.064,"10,693"
1384,Manassas, VA,4,2.8,"20,253",227,3,7,0.038,"41,379"
1385,Chesterfield, MO,4,1.5,"80,652",932,2,18,0.003,"42,745"
1386,Hanford, CA,4,1,"13,295",659,11,9,0.004,"49,717"
1387,Peoria, IL,4,2.6,"48,902",497,5,17,0.041,"106,329"
1388,South Valley, NM,4,2.3,"65,225",542,3,23,0.014,"41,124"
1389,Miramar, FL,4,2.4,"54,654",671,3,23,0.018,"137,403"
1390,Fitchburg, MA,4,2.4,"10,557",506,8,5,0.026,"40,666"
1391,Flagstaff, AZ,4,2.4,"22,280",746,5,7,0.022,"67,338"
